2025-06-01 10:31:12,166 [F3] [F3] Order API response: {'uuid': '1d7801e6-c487-49cc-88b3-6132c2964de9', 'side': 'ask', 'ord_type': 'limit', 'price': 1186.75, 'state': 'wait', 'market': 'KRW-ONDO', 'created_at': '2025-06-01T10:31:12+09:00', 'volume': '25.53191487', 'remaining_volume': '25.53191487', 'reserved_fee': '0', 'remaining_fee': '0', 'paid_fee': '0', 'locked': '25.53191487', 'executed_volume': '0', 'trades_count': 0, 'filled': False, 'timestamp': 1748741472.1666143, 'symbol': 'KRW-ONDO', 'qty': 25.53191487, 'order_type': 'limit'}
2025-06-01 10:51:30,019 [F3] [F3] Order API response: {'uuid': 'b2d0d455-70c9-4ceb-a8ef-89acec2cf43f', 'side': 'bid', 'ord_type': 'price', 'price': 1141.0, 'state': 'wait', 'market': 'KRW-ME', 'created_at': '2025-06-01T10:51:30+09:00', 'reserved_fee': '5', 'remaining_fee': '5', 'paid_fee': '0', 'locked': '10005', 'executed_volume': '0', 'trades_count': 0, 'filled': False, 'timestamp': 1748742690.019526, 'symbol': 'KRW-ME', 'qty': 8.76424189307625, 'order_type': 'market'}
2025-06-01 10:51:33,157 [F3] [F3] Order API response: {'uuid': '819f7882-7df0-4dde-bdda-5a6222d0fc03', 'side': 'bid', 'ord_type': 'price', 'price': 1141.0, 'state': 'wait', 'market': 'KRW-ME', 'created_at': '2025-06-01T10:51:33+09:00', 'reserved_fee': '5', 'remaining_fee': '5', 'paid_fee': '0', 'locked': '10005', 'executed_volume': '0', 'trades_count': 0, 'filled': False, 'timestamp': 1748742693.157771, 'symbol': 'KRW-ME', 'qty': 8.76424189307625, 'order_type': 'market'}
2025-06-01 10:51:36,305 [F3] [F3] Order API response: {'uuid': '8aa6f596-a8b7-499b-b7f6-86ef06c85abb', 'side': 'bid', 'ord_type': 'price', 'price': 1141.0, 'state': 'wait', 'market': 'KRW-ME', 'created_at': '2025-06-01T10:51:36+09:00', 'reserved_fee': '5', 'remaining_fee': '5', 'paid_fee': '0', 'locked': '10005', 'executed_volume': '0', 'trades_count': 0, 'filled': False, 'timestamp': 1748742696.3051145, 'symbol': 'KRW-ME', 'qty': 8.76424189307625, 'order_type': 'market'}
2025-06-01 10:51:36,309 [F3] [F3] Open position: {'symbol': 'KRW-ME', 'entry_time': 1748742696.3086276, 'entry_price': 1141.0, 'qty': 8.76424189307625, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:52:26,104 [F3] [F3] Open position: {'symbol': 'KRW-ME', 'entry_time': 1748742746.1041064, 'entry_price': 1144.0, 'qty': 8.741258741258742, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:52:35,940 [F3] [F3] Open position: {'symbol': 'KRW-ME', 'entry_time': 1748742755.9405482, 'entry_price': 1143.0, 'qty': 8.748906386701663, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:52:43,698 [F3] [F3] Open position: {'symbol': 'KRW-ZRO', 'entry_time': 1748742763.69892, 'entry_price': 3209.0, 'qty': 3.1162355874104084, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:52:51,092 [F3] [F3] Open position: {'symbol': 'KRW-AUCTION', 'entry_time': 1748742771.0919802, 'entry_price': 14650.0, 'qty': 0.6825938566552902, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:52:58,712 [F3] [F3] Open position: {'symbol': 'KRW-RENDER', 'entry_time': 1748742778.711061, 'entry_price': 5455.0, 'qty': 1.833180568285976, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:53:06,192 [F3] [F3] Open position: {'symbol': 'KRW-THETA', 'entry_time': 1748742786.191003, 'entry_price': 1060.0, 'qty': 9.433962264150944, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:53:13,586 [F3] [F3] Open position: {'symbol': 'KRW-XTZ', 'entry_time': 1748742793.5857024, 'entry_price': 800.7, 'qty': 12.489072061945796, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:53:23,753 [F3] [F3] Open position: {'symbol': 'KRW-ME', 'entry_time': 1748742803.7525473, 'entry_price': 1141.0, 'qty': 8.76424189307625, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:53:31,160 [F3] [F3] Open position: {'symbol': 'KRW-ZRO', 'entry_time': 1748742811.1604388, 'entry_price': 3209.0, 'qty': 3.1162355874104084, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:53:40,574 [F3] [F3] Open position: {'symbol': 'KRW-THETA', 'entry_time': 1748742820.573823, 'entry_price': 1060.0, 'qty': 9.433962264150944, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:53:41,424 [F3] [F3] Position exit: KRW-CTC via stop_loss
2025-06-01 10:53:48,044 [F3] [F3] Open position: {'symbol': 'KRW-RENDER', 'entry_time': 1748742828.0439265, 'entry_price': 5449.0, 'qty': 1.8351991191044228, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:53:55,511 [F3] [F3] Open position: {'symbol': 'KRW-AUCTION', 'entry_time': 1748742835.5118098, 'entry_price': 14620.0, 'qty': 0.6839945280437757, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:54:03,149 [F3] [F3] Open position: {'symbol': 'KRW-ME', 'entry_time': 1748742843.1492712, 'entry_price': 1140.0, 'qty': 8.771929824561404, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:54:10,789 [F3] [F3] Open position: {'symbol': 'KRW-ZRO', 'entry_time': 1748742850.7888408, 'entry_price': 3196.0, 'qty': 3.1289111389236544, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:54:18,955 [F3] [F3] Open position: {'symbol': 'KRW-ORCA', 'entry_time': 1748742858.955807, 'entry_price': 3974.0, 'qty': 2.5163563160543534, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:54:26,388 [F3] [F3] Open position: {'symbol': 'KRW-GAS', 'entry_time': 1748742866.3877392, 'entry_price': 4112.0, 'qty': 2.431906614785992, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:54:27,735 [F3] [F3] Position exit: KRW-CTC via stop_loss
2025-06-01 10:54:37,303 [F3] [F3] Open position: {'symbol': 'KRW-SUI', 'entry_time': 1748742877.3036795, 'entry_price': 4554.0, 'qty': 2.1958717610891525, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:54:44,931 [F3] [F3] Open position: {'symbol': 'KRW-THETA', 'entry_time': 1748742884.9302235, 'entry_price': 1058.0, 'qty': 9.45179584120983, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:54:52,381 [F3] [F3] Open position: {'symbol': 'KRW-RENDER', 'entry_time': 1748742892.3819158, 'entry_price': 5439.0, 'qty': 1.8385732671446957, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:54:59,867 [F3] [F3] Open position: {'symbol': 'KRW-AUCTION', 'entry_time': 1748742899.8679686, 'entry_price': 14580.0, 'qty': 0.6858710562414266, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:55:07,356 [F3] [F3] Open position: {'symbol': 'KRW-UXLINK', 'entry_time': 1748742907.3566368, 'entry_price': 536.0, 'qty': 18.65671641791045, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:55:14,812 [F3] [F3] Open position: {'symbol': 'KRW-ME', 'entry_time': 1748742914.8124242, 'entry_price': 1135.0, 'qty': 8.810572687224669, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:55:22,268 [F3] [F3] Open position: {'symbol': 'KRW-ZRO', 'entry_time': 1748742922.2676501, 'entry_price': 3186.0, 'qty': 3.138731952291274, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:55:29,764 [F3] [F3] Open position: {'symbol': 'KRW-ORCA', 'entry_time': 1748742929.7641208, 'entry_price': 3955.0, 'qty': 2.5284450063211126, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:55:38,448 [F3] [F3] Open position: {'symbol': 'KRW-SUI', 'entry_time': 1748742938.447702, 'entry_price': 4551.0, 'qty': 2.197319270490002, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:55:46,028 [F3] [F3] Open position: {'symbol': 'KRW-THETA', 'entry_time': 1748742946.027794, 'entry_price': 1056.0, 'qty': 9.469696969696969, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:55:53,506 [F3] [F3] Open position: {'symbol': 'KRW-RENDER', 'entry_time': 1748742953.5054717, 'entry_price': 5438.0, 'qty': 1.8389113644722324, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:56:01,002 [F3] [F3] Open position: {'symbol': 'KRW-AUCTION', 'entry_time': 1748742961.00102, 'entry_price': 14580.0, 'qty': 0.6858710562414266, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:56:08,662 [F3] [F3] Open position: {'symbol': 'KRW-ME', 'entry_time': 1748742968.6615815, 'entry_price': 1135.0, 'qty': 8.810572687224669, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:56:16,223 [F3] [F3] Open position: {'symbol': 'KRW-ZRO', 'entry_time': 1748742976.222341, 'entry_price': 3186.0, 'qty': 3.138731952291274, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:56:23,731 [F3] [F3] Open position: {'symbol': 'KRW-ORCA', 'entry_time': 1748742983.7304432, 'entry_price': 3944.0, 'qty': 2.535496957403651, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:56:32,462 [F3] [F3] Open position: {'symbol': 'KRW-SUI', 'entry_time': 1748742992.4624326, 'entry_price': 4551.0, 'qty': 2.197319270490002, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:56:40,012 [F3] [F3] Open position: {'symbol': 'KRW-THETA', 'entry_time': 1748743000.0113113, 'entry_price': 1055.0, 'qty': 9.47867298578199, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:56:47,408 [F3] [F3] Open position: {'symbol': 'KRW-RENDER', 'entry_time': 1748743007.4083014, 'entry_price': 5438.0, 'qty': 1.8389113644722324, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:56:54,883 [F3] [F3] Open position: {'symbol': 'KRW-AUCTION', 'entry_time': 1748743014.8818707, 'entry_price': 14580.0, 'qty': 0.6858710562414266, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:57:02,513 [F3] [F3] Open position: {'symbol': 'KRW-ME', 'entry_time': 1748743022.5133305, 'entry_price': 1135.0, 'qty': 8.810572687224669, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:57:10,050 [F3] [F3] Open position: {'symbol': 'KRW-ZRO', 'entry_time': 1748743030.0509102, 'entry_price': 3184.0, 'qty': 3.14070351758794, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:57:17,678 [F3] [F3] Open position: {'symbol': 'KRW-ORCA', 'entry_time': 1748743037.6778102, 'entry_price': 3947.0, 'qty': 2.533569799847986, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:57:26,544 [F3] [F3] Open position: {'symbol': 'KRW-SUI', 'entry_time': 1748743046.543812, 'entry_price': 4550.0, 'qty': 2.197802197802198, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:57:34,044 [F3] [F3] Open position: {'symbol': 'KRW-THETA', 'entry_time': 1748743054.0448666, 'entry_price': 1055.0, 'qty': 9.47867298578199, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:57:41,516 [F3] [F3] Open position: {'symbol': 'KRW-RENDER', 'entry_time': 1748743061.5161593, 'entry_price': 5438.0, 'qty': 1.8389113644722324, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:57:48,970 [F3] [F3] Open position: {'symbol': 'KRW-AUCTION', 'entry_time': 1748743068.9697773, 'entry_price': 14580.0, 'qty': 0.6858710562414266, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:57:56,619 [F3] [F3] Open position: {'symbol': 'KRW-ME', 'entry_time': 1748743076.618145, 'entry_price': 1135.0, 'qty': 8.810572687224669, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:58:04,123 [F3] [F3] Open position: {'symbol': 'KRW-ZRO', 'entry_time': 1748743084.1225467, 'entry_price': 3185.0, 'qty': 3.1397174254317113, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:58:11,638 [F3] [F3] Open position: {'symbol': 'KRW-ORCA', 'entry_time': 1748743091.6381686, 'entry_price': 3960.0, 'qty': 2.525252525252525, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:58:20,470 [F3] [F3] Open position: {'symbol': 'KRW-SUI', 'entry_time': 1748743100.469074, 'entry_price': 4551.0, 'qty': 2.197319270490002, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:58:28,296 [F3] [F3] Open position: {'symbol': 'KRW-RENDER', 'entry_time': 1748743108.295758, 'entry_price': 5438.0, 'qty': 1.8389113644722324, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:58:35,788 [F3] [F3] Open position: {'symbol': 'KRW-AUCTION', 'entry_time': 1748743115.787141, 'entry_price': 14580.0, 'qty': 0.6858710562414266, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:58:43,536 [F3] [F3] Open position: {'symbol': 'KRW-ME', 'entry_time': 1748743123.5353699, 'entry_price': 1135.0, 'qty': 8.810572687224669, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:58:51,145 [F3] [F3] Open position: {'symbol': 'KRW-ZRO', 'entry_time': 1748743131.1440473, 'entry_price': 3184.0, 'qty': 3.14070351758794, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:58:58,702 [F3] [F3] Open position: {'symbol': 'KRW-ORCA', 'entry_time': 1748743138.7010653, 'entry_price': 3967.0, 'qty': 2.5207965717166623, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:59:07,663 [F3] [F3] Open position: {'symbol': 'KRW-SUI', 'entry_time': 1748743147.663812, 'entry_price': 4550.0, 'qty': 2.197802197802198, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:59:15,062 [F3] [F3] Open position: {'symbol': 'KRW-AUCTION', 'entry_time': 1748743155.0615685, 'entry_price': 14600.0, 'qty': 0.684931506849315, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:59:29,941 [F3] [F3] Open position: {'symbol': 'KRW-SUI', 'entry_time': 1748743169.9417818, 'entry_price': 4553.0, 'qty': 2.1963540522732266, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:59:37,353 [F3] [F3] Open position: {'symbol': 'KRW-AUCTION', 'entry_time': 1748743177.3534753, 'entry_price': 14600.0, 'qty': 0.684931506849315, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:59:44,952 [F3] [F3] Open position: {'symbol': 'KRW-ZRO', 'entry_time': 1748743184.9511876, 'entry_price': 3184.0, 'qty': 3.14070351758794, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:59:52,394 [F3] [F3] Open position: {'symbol': 'KRW-ME', 'entry_time': 1748743192.3930798, 'entry_price': 1137.0, 'qty': 8.795074758135444, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 10:59:59,811 [F3] [F3] Open position: {'symbol': 'KRW-RENDER', 'entry_time': 1748743199.8105924, 'entry_price': 5438.0, 'qty': 1.8389113644722324, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 11:00:07,260 [F3] [F3] Open position: {'symbol': 'KRW-THETA', 'entry_time': 1748743207.2608862, 'entry_price': 1055.0, 'qty': 9.47867298578199, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 11:00:14,702 [F3] [F3] Open position: {'symbol': 'KRW-ORCA', 'entry_time': 1748743214.7014198, 'entry_price': 3976.0, 'qty': 2.515090543259557, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 11:00:25,043 [F3] [F3] Open position: {'symbol': 'KRW-RENDER', 'entry_time': 1748743225.0436168, 'entry_price': 5438.0, 'qty': 1.8389113644722324, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 11:00:32,510 [F3] [F3] Open position: {'symbol': 'KRW-THETA', 'entry_time': 1748743232.5109797, 'entry_price': 1055.0, 'qty': 9.47867298578199, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 11:00:40,058 [F3] [F3] Open position: {'symbol': 'KRW-ORCA', 'entry_time': 1748743240.0582635, 'entry_price': 3976.0, 'qty': 2.515090543259557, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 11:00:48,915 [F3] [F3] Open position: {'symbol': 'KRW-SUI', 'entry_time': 1748743248.913731, 'entry_price': 4558.0, 'qty': 2.1939447125932428, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 11:00:56,349 [F3] [F3] Open position: {'symbol': 'KRW-AUCTION', 'entry_time': 1748743256.3497663, 'entry_price': 14570.0, 'qty': 0.6863417982155113, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 11:01:03,938 [F3] [F3] Open position: {'symbol': 'KRW-ZRO', 'entry_time': 1748743263.9371488, 'entry_price': 3193.0, 'qty': 3.1318509238960224, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 11:01:11,394 [F3] [F3] Open position: {'symbol': 'KRW-ME', 'entry_time': 1748743271.394795, 'entry_price': 1139.0, 'qty': 8.779631255487269, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 11:01:18,967 [F3] [F3] Open position: {'symbol': 'KRW-RENDER', 'entry_time': 1748743278.967044, 'entry_price': 5438.0, 'qty': 1.8389113644722324, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 11:01:26,395 [F3] [F3] Open position: {'symbol': 'KRW-THETA', 'entry_time': 1748743286.3951173, 'entry_price': 1055.0, 'qty': 9.47867298578199, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
2025-06-01 11:01:33,839 [F3] [F3] Open position: {'symbol': 'KRW-ORCA', 'entry_time': 1748743293.8377814, 'entry_price': 3966.0, 'qty': 2.5214321734745337, 'pyramid_count': 0, 'avgdown_count': 0, 'status': 'pending', 'origin': 'trade'}
